Data 1,11,0,0
Data 1,10,0,28.11
Data 1,9,0,28.64
Data 1,8,0,29.05
Data 1,7,0,28.65
Data 1,6,0,28.55
Data 1,5,0,28.26
Data 1,4,0,27.37
Data 1,3,0,27.91
Data 1,2,0,28.5
Data 1,1,0,28.32
